-8.000000000000000000e+00	nan
-7.799999999999999822e+00	1.191419918699186928e+04
-7.599999999999999645e+00	9.798934108527131684e+03
-7.400000000000000355e+00	1.070023247232472386e+04
-7.200000000000000178e+00	9.533073684210527063e+03
-7.000000000000000000e+00	1.149354333333333307e+04
-6.799999999999999822e+00	1.041605379746835388e+04
-6.599999999999999645e+00	1.060877544910179677e+04
-6.400000000000000355e+00	9.856237960339944038e+03
-6.200000000000000178e+00	9.685112299465241449e+03
-6.000000000000000000e+00	1.178330478589420636e+04
-5.799999999999999822e+00	1.068987914691943115e+04
-5.599999999999999645e+00	1.165127777777777737e+04
-5.400000000000000355e+00	1.082545000000000073e+04
-5.199999999999999289e+00	1.044505825242718493e+04
-5.000000000000000000e+00	1.031835985533453822e+04
-4.799999999999999822e+00	1.048400000000000000e+04
-4.599999999999999645e+00	1.061095186335403741e+04
-4.400000000000000355e+00	1.021866428571428514e+04
-4.199999999999999289e+00	1.059043455497382274e+04
-4.000000000000000000e+00	1.083455780691299151e+04
-3.799999999999999822e+00	1.087946336206896558e+04
-3.599999999999999645e+00	1.077062282398452589e+04
-3.399999999999999467e+00	1.063933591731266097e+04
-3.199999999999999289e+00	1.074556534954407289e+04
-3.000000000000000000e+00	1.041285448504983469e+04
-2.799999999999999822e+00	1.076348472622478403e+04
-2.599999999999999645e+00	1.062121588089329998e+04
-2.399999999999999467e+00	1.074487091295116807e+04
-2.199999999999999289e+00	1.064876221498371342e+04
-2.000000000000000000e+00	1.056639950754078200e+04
-1.799999999999999822e+00	1.068897198219429083e+04
-1.599999999999999645e+00	1.061078088005360769e+04
-1.399999999999999467e+00	1.060361451551129903e+04
-1.199999999999999289e+00	1.107093762409000738e+04
-1.000000000000000000e+00	1.080570340941924223e+04
-7.999999999999998224e-01	1.048384632117722322e+04
-5.999999999999996447e-01	1.065565989144243031e+04
-3.999999999999994671e-01	1.092520881819152419e+04
-1.999999999999992895e-01	1.091400020323137869e+04
0.000000000000000000e+00	1.079878579999999965e+04
2.000000000000010658e-01	1.071639812455407264e+04
4.000000000000003553e-01	1.064532785299806528e+04
5.999999999999996447e-01	1.061719859894921137e+04
8.000000000000007105e-01	1.089117845993756418e+04
1.000000000000000000e+00	1.081442605737947270e+04
1.200000000000001066e+00	1.080323351554492729e+04
1.400000000000000355e+00	1.094111368631368714e+04
1.600000000000001421e+00	1.092138419811320819e+04
1.800000000000000711e+00	1.058744550294200053e+04
2.000000000000000000e+00	1.109339465776293764e+04
2.200000000000001066e+00	1.040783883804218021e+04
2.400000000000000355e+00	1.083933175803402628e+04
2.600000000000001421e+00	1.082779910714285688e+04
2.800000000000000711e+00	1.031953429131286794e+04
3.000000000000000000e+00	1.061058774583963714e+04
3.200000000000001066e+00	1.111556721595837007e+04
3.400000000000000355e+00	1.056798623402163139e+04
3.600000000000001421e+00	1.021277593818984496e+04
3.800000000000000711e+00	1.030328782287822833e+04
4.000000000000000000e+00	1.074902038043478206e+04
4.200000000000001066e+00	1.134498358208955142e+04
4.400000000000000355e+00	1.048364705882352973e+04
4.600000000000001421e+00	1.051786476868327372e+04
4.800000000000000711e+00	1.107985328185328217e+04
5.000000000000000000e+00	1.137563048016701396e+04
5.200000000000001066e+00	1.085676576576576554e+04
5.400000000000000355e+00	1.041048058252427109e+04
5.600000000000001421e+00	1.031435156250000000e+04
5.800000000000000711e+00	1.010852234636871435e+04
6.000000000000000000e+00	1.093052537313432913e+04
6.200000000000001066e+00	1.029439490445859883e+04
6.400000000000000355e+00	1.079679999999999927e+04
6.600000000000001421e+00	1.082580866425992826e+04
6.800000000000000711e+00	1.099467049808429147e+04
7.000000000000000000e+00	1.144698373983739839e+04
7.200000000000001066e+00	1.035469396551724094e+04
7.400000000000000355e+00	1.053289497716894948e+04
7.600000000000001421e+00	1.068801442307692378e+04
7.800000000000000711e+00	1.101301522842639679e+04
8.000000000000000000e+00	nan
