-8.000000000000000000e+00	3.828174342242668393e-01
-7.799999999999999822e+00	7.907376510206167719e-01
-7.599999999999999645e+00	8.472189118078037318e-01
-7.400000000000000355e+00	8.942866291304594206e-01
-7.200000000000000178e+00	9.554746616499119050e-01
-7.000000000000000000e+00	1.068437183224285825e+00
-6.799999999999999822e+00	1.029214085455405936e+00
-6.599999999999999645e+00	1.167279389601862949e+00
-6.400000000000000355e+00	1.153159074405066153e+00
-6.200000000000000178e+00	1.322602856766626811e+00
-6.000000000000000000e+00	1.457530313091573326e+00
-5.799999999999999822e+00	1.504598030414229237e+00
-5.599999999999999645e+00	1.716402758366180059e+00
-5.400000000000000355e+00	1.812107116922246686e+00
-5.199999999999999289e+00	1.987826594926828339e+00
-5.000000000000000000e+00	2.069410638286098170e+00
-4.799999999999999822e+00	2.229440877183127778e+00
-4.599999999999999645e+00	2.496157942011510311e+00
-4.400000000000000355e+00	2.703255898231196053e+00
-4.199999999999999289e+00	3.180208767100774381e+00
-4.000000000000000000e+00	3.470459690590484758e+00
-3.799999999999999822e+00	3.776399853187747180e+00
-3.599999999999999645e+00	4.237663482949773908e+00
-3.399999999999999467e+00	4.760115145231252676e+00
-3.199999999999999289e+00	5.290411427066507244e+00
-3.000000000000000000e+00	5.866206502313662696e+00
-2.799999999999999822e+00	6.358848610290793069e+00
-2.599999999999999645e+00	7.282944793725601329e+00
-2.399999999999999467e+00	7.888549423277105177e+00
-2.199999999999999289e+00	8.919332432643265918e+00
-2.000000000000000000e+00	9.542195225213077947e+00
-1.799999999999999822e+00	1.026233130024971096e+01
-1.599999999999999645e+00	1.112680837507582154e+01
-1.399999999999999467e+00	1.176536040675318517e+01
-1.199999999999999289e+00	1.205247348242138550e+01
-1.000000000000000000e+00	1.255139128604153598e+01
-7.999999999999998224e-01	1.280869480740538791e+01
-5.999999999999996447e-01	1.195833804777607412e+01
-3.999999999999994671e-01	1.151119473321084463e+01
-1.999999999999992895e-01	1.080517897337100663e+01
0.000000000000000000e+00	9.998752083242838040e+00
2.000000000000010658e-01	8.939728443483083709e+00
4.000000000000003553e-01	7.769311206059710706e+00
5.999999999999996447e-01	6.639685990315972397e+00
8.000000000000007105e-01	5.624592220057363257e+00
1.000000000000000000e+00	5.040952525256432004e+00
1.200000000000001066e+00	4.251783798146570703e+00
1.400000000000000355e+00	3.537923418752958238e+00
1.600000000000001421e+00	2.979386506524109635e+00
1.800000000000000711e+00	2.480468702903958711e+00
2.000000000000000000e+00	2.135305442537816401e+00
2.200000000000001066e+00	1.910949323299823810e+00
2.400000000000000355e+00	1.644232258471441277e+00
2.600000000000001421e+00	1.430858606608735206e+00
2.800000000000000711e+00	1.295931150283788691e+00
3.000000000000000000e+00	1.068437183224285825e+00
3.200000000000001066e+00	1.062161487581265051e+00
3.400000000000000355e+00	9.664571290251983138e-01
3.600000000000001421e+00	9.099758682380113539e-01
3.800000000000000711e+00	7.672037923592889275e-01
4.000000000000000000e+00	7.075846837505915810e-01
4.200000000000001066e+00	6.558101946956702566e-01
4.400000000000000355e+00	6.071735534622593189e-01
4.600000000000001421e+00	5.757950752471554523e-01
4.800000000000000711e+00	5.255895101029893768e-01
5.000000000000000000e+00	5.114691949061925813e-01
5.200000000000001066e+00	4.549879341190056770e-01
5.400000000000000355e+00	4.189026841716362859e-01
5.600000000000001421e+00	3.953688255103083860e-01
5.800000000000000711e+00	3.608524994736941882e-01
6.000000000000000000e+00	3.435943364553870616e-01
6.200000000000001066e+00	2.776995322036689973e-01
6.400000000000000355e+00	2.839752278466897706e-01
6.600000000000001421e+00	2.635792170068722573e-01
6.800000000000000711e+00	2.431832061670547718e-01
7.000000000000000000e+00	2.008222605766645796e-01
7.200000000000001066e+00	1.474788476109880619e-01
7.400000000000000355e+00	1.176692933066394026e-01
7.600000000000001421e+00	7.060157598398364431e-02
7.800000000000000711e+00	1.882708692906230608e-02
8.000000000000000000e+00	0.000000000000000000e+00
